propery_type,rooms,foor,square_foot,price,sector,block,property,day,month,year,lat,lng
1,3.0,2,62.6,1645000,3926,665,6,09,11,2021,31.9584107,34.7973511
1,3.0,2,62.6,960000,3926,665,6,28,11,2011,31.9584107,34.7973511
1,3.0,2,69.74,2740000,5183,12,10,09,11,2021,31.9624296,34.7728728
1,3.0,2,69.74,1225000,5183,12,10,04,11,2012,31.9624296,34.7728728
1,3.0,1,49.0,1415000,3929,798,17,08,11,2021,31.9682741,34.8128349
1,3.0,1,49.0,860000,3929,798,17,20,10,2014,31.9682741,34.8128349
1,3.0,1,49.0,575000,3929,798,17,01,09,2008,31.9682741,34.8128349
1,3.0,3,54.0,1400000,3929,708,11,08,11,2021,31.9689285,34.8084074
1,3.0,3,54.0,930000,3929,708,11,19,02,2013,31.9689285,34.8084074
1,3.0,3,54.0,730000,3929,708,11,19,01,2010,31.9689285,34.8084074
1,3.0,0,52.47,1440000,3928,317,1,08,11,2021,31.9692664,34.802278
1,3.0,0,52.47,1060000,3928,317,1,31,12,2018,31.9692664,34.802278
1,3.0,3,62.2,1375000,3935,88,8,05,11,2021,31.9628515,34.8068464
1,3.0,3,62.2,950000,3935,88,8,04,03,2014,31.9628515,34.8068464
1,3.0,3,62.2,805000,3935,88,8,11,08,2009,31.9628515,34.8068464
1,3.0,3,62.2,494000,3935,88,8,28,10,1999,31.9628515,34.8068464
1,3.0,0,46.0,1600000,3945,567,1,02,11,2021,31.9685697,34.7984602
1,3.0,0,46.0,500000,3945,567,1,11,02,2019,31.9685697,34.7984602
1,3.0,0,46.0,735000,3945,567,1,05,07,2002,31.9685697,34.7984602
1,3.0,2,46.2,1440000,7281,79,9,02,11,2021,31.9852955,34.7887337
1,3.0,2,46.2,1220000,7281,79,9,15,08,2018,31.9852955,34.7887337
1,3.0,2,46.2,374000,7281,79,9,05,11,2004,31.9852955,34.7887337
1,3.0,3,60.9,1600000,5036,54,12,02,11,2021,31.9733325,34.7823314
1,3.0,3,60.9,854000,5036,54,12,01,10,2009,31.9733325,34.7823314
1,3.0,5,74.42,1945000,3928,651,18,02,11,2021,31.9697499,34.7991494
1,3.0,5,74.42,980000,3928,651,18,31,05,2010,31.9697499,34.7991494
1,3.0,1,59.14,672000,3930,201,3,01,11,2021,31.9669492,34.8157782
1,3.0,1,59.14,532000,3930,201,3,05,04,1999,31.9669492,34.8157782
1,3.0,1,68.09,1645000,5031,5,18,31,10,2021,31.9971837,34.7425709
1,3.0,1,68.09,562000,5031,5,18,16,06,1999,31.9971837,34.7425709
1,3.0,5,70.11,1725000,5182,20,67,31,10,2021,31.968138,34.77498300000001
1,3.0,5,70.11,1295000,5182,20,67,17,01,2013,31.968138,34.77498300000001
1,3.0,5,70.11,746000,5182,20,67,29,11,2000,31.968138,34.77498300000001
1,3.0,4,59.82,1200000,3929,317,15,31,10,2021,31.9670814,34.8087263
1,3.0,4,59.82,400000,3929,317,15,07,06,2007,31.9670814,34.8087263
1,3.0,3,50.6,1100000,3929,796,37,31,10,2021,31.9689029,34.8131265
1,3.0,3,50.6,950000,3929,796,37,21,01,2016,31.9689029,34.8131265
1,3.0,3,50.6,710000,3929,796,37,04,07,2010,31.9689029,34.8131265
1,3.0,2,59.0,1540000,3926,607,7,31,10,2021,31.9730015,34.7925013
1,3.0,2,59.0,970000,3926,607,7,15,06,2012,31.9730015,34.7925013
1,3.0,3,81.96,1550000,3929,815,13,31,10,2021,31.9682095,34.8095153
1,3.0,3,81.96,1155000,3929,815,13,08,07,2015,31.9682095,34.8095153
1,3.0,1,68.35,1580000,3939,298,2,29,10,2021,31.9710086,34.8167134
1,3.0,1,68.35,1330000,3939,298,2,24,12,2017,31.9710086,34.8167134
1,3.0,1,71.19,1550000,3926,873,4,28,10,2021,31.9594731,34.8011407
1,3.0,1,71.19,639000,3926,873,4,13,05,2002,31.9594731,34.8011407
1,3.0,3,62.65,1480000,3939,355,8,28,10,2021,31.9723549,34.8081514
1,3.0,3,62.65,739000,3939,355,8,21,01,2010,31.9723549,34.8081514
1,3.0,2,55.2,1510000,3925,229,11,28,10,2021,31.9573803,34.8045202
1,3.0,2,55.2,1100000,3925,229,11,14,09,2017,31.9573803,34.8045202
1,3.0,3,52.28,1430000,3923,306,22,27,10,2021,31.9626134,34.7896387
1,3.0,3,52.28,1310000,3923,306,22,04,07,2019,31.9626134,34.7896387
1,3.0,3,52.28,1160000,3923,306,22,26,07,2016,31.9626134,34.7896387
1,3.0,3,52.28,447000,3923,306,22,27,09,1998,31.9626134,34.7896387
1,3.0,4,63.7,1480000,3926,138,13,27,10,2021,31.9634954,34.7937196
1,3.0,4,63.7,1280000,3926,138,13,26,10,2017,31.9634954,34.7937196
1,3.0,4,63.7,630000,3926,138,13,27,05,2008,31.9634954,34.7937196
1,3.0,4,63.7,426000,3926,138,13,14,11,2002,31.9634954,34.7937196
1,3.0,2,47.7,1300000,7281,33,4,27,10,2021,31.9889607,34.7879341
1,3.0,2,47.7,770000,7281,33,4,25,10,2013,31.9889607,34.7879341
1,3.0,2,47.7,364000,7281,33,4,10,10,2003,31.9889607,34.7879341
1,3.0,2,61.12,1650000,3928,223,3,27,10,2021,31.9673892,34.8008101
1,3.0,2,61.12,710000,3928,223,3,13,08,2009,31.9673892,34.8008101
1,3.0,2,66.56,1500000,3926,713,8,27,10,2021,31.9575566,34.8003658
1,3.0,2,66.56,840000,3926,713,8,11,08,2009,31.9575566,34.8003658
1,3.0,3,75.6,2100000,5384,48,9,26,10,2021,31.9811005,34.7811372
1,3.0,3,75.6,1400000,5384,48,9,24,01,2014,31.9811005,34.7811372
1,3.0,3,75.6,554000,5384,48,9,19,05,1998,31.9811005,34.7811372
1,3.0,3,66.0,1200000,3928,502,11,26,10,2021,31.968179,34.8013486
1,3.0,3,66.0,589000,3928,502,11,07,06,2004,31.968179,34.8013486
1,3.0,3,52.73,1580000,3929,740,23,26,10,2021,31.970962,34.8071721
1,3.0,3,52.73,1191000,3929,740,23,24,07,2018,31.970962,34.8071721
1,3.0,3,52.73,765000,3929,740,23,22,12,2010,31.970962,34.8071721
1,3.0,3,52.73,498000,3929,740,23,25,11,2005,31.970962,34.8071721
1,3.0,2,76.81,1570000,3934,116,7,26,10,2021,31.964656,34.8004472
1,3.0,2,76.81,1100000,3934,116,7,13,03,2016,31.964656,34.8004472
1,3.0,2,76.81,845000,3934,116,7,15,12,2009,31.964656,34.8004472
1,3.0,3,47.1,1843000,7281,89,22,25,10,2021,31.9858955,34.7908195
1,3.0,3,47.1,1290000,7281,89,22,13,09,2018,31.9858955,34.7908195
1,3.0,3,47.1,362000,7281,89,22,12,12,2004,31.9858955,34.7908195
1,3.0,6,75.0,1835000,5384,56,23,25,10,2021,31.9808122,34.7809116
1,3.0,6,75.0,740000,5384,56,23,14,05,2007,31.9808122,34.7809116
1,3.0,4,70.68,1300000,6286,151,46,24,10,2021,31.9659475,34.8244584
1,3.0,4,70.68,1280000,6286,151,46,31,07,2020,31.9659475,34.8244584
1,3.0,4,70.68,493000,6286,151,46,10,01,2001,31.9659475,34.8244584
1,3.0,3,82.8,2100000,5182,3,11,24,10,2021,31.9656467,34.7756103
1,3.0,3,82.8,754000,5182,3,11,10,09,2001,31.9656467,34.7756103
1,3.0,2,50.64,1525000,3928,599,8,24,10,2021,31.9720276,34.7998084
1,3.0,2,50.64,425000,3928,599,8,09,04,2003,31.9720276,34.7998084
1,3.0,3,61.6,1780000,3923,279,5,24,10,2021,31.9635426,34.7923969
1,3.0,3,61.6,760000,3923,279,5,06,08,2009,31.9635426,34.7923969
1,3.0,3,61.6,557000,3923,279,5,06,07,2007,31.9635426,34.7923969
1,3.0,3,61.6,389000,3923,279,5,21,12,2004,31.9635426,34.7923969
1,3.0,3,63.84,1715000,3928,216,6,24,10,2021,31.9671622,34.8008166
1,3.0,3,63.84,1200000,3928,216,6,14,01,2013,31.9671622,34.8008166
1,3.0,2,70.68,1200000,6286,151,6,21,10,2021,31.9656734,34.8235034
1,3.0,2,70.68,484000,6286,151,6,22,09,1999,31.9656734,34.8235034
1,3.0,4,70.0,1915000,5031,2,14,21,10,2021,31.9961971,34.7417648
1,3.0,4,70.0,577000,5031,2,14,04,08,2004,31.9961971,34.7417648
1,3.0,4,63.75,1390000,3930,375,13,21,10,2021,31.9667844,34.8161102
1,3.0,4,63.75,600000,3930,375,13,15,09,2009,31.9667844,34.8161102
1,3.0,1,66.5,1450000,4242,362,28,21,10,2021,31.9562309,34.8198791
1,3.0,1,66.5,1000000,4242,362,28,01,05,2016,31.9562309,34.8198791
1,3.0,6,84.52,1600000,3929,98,18,18,10,2021,31.97105669999999,34.8063131
1,3.0,6,84.52,1460000,3929,98,18,29,12,2017,31.97105669999999,34.8063131
1,3.0,5,65.4,1800000,5115,26,84,17,10,2021,31.9785652,34.778179
1,3.0,5,65.4,1150000,5115,26,84,27,10,2010,31.9785652,34.778179
1,3.0,3,66.15,1600000,3928,236,11,17,10,2021,31.97097029999999,34.8041903
1,3.0,3,66.15,1080000,3928,236,11,04,02,2013,31.97097029999999,34.8041903
1,3.0,1,67.68,1600000,3926,908,1,17,10,2021,31.9592036,34.7958054
1,3.0,1,67.68,1400000,3926,908,1,18,04,2019,31.9592036,34.7958054
1,3.0,4,62.76,1350000,3934,52,12,14,10,2021,31.9649042,34.8008968
1,3.0,4,62.76,1312000,3934,52,12,10,11,2017,31.9649042,34.8008968
1,3.0,4,62.76,805000,3934,52,12,01,05,2012,31.9649042,34.8008968
1,3.0,4,62.76,430000,3934,52,12,04,02,1998,31.9649042,34.8008968
1,3.0,1,57.11,1540000,3945,227,2,14,10,2021,31.9674805,34.7967444
1,3.0,1,57.11,569000,3945,227,2,15,07,2003,31.9674805,34.7967444
1,3.0,1,57.11,538000,3945,227,2,25,03,1998,31.9674805,34.7967444
1,3.0,5,52.8,1680000,3925,674,47,13,10,2021,31.9606059,34.8027197
1,3.0,5,52.8,1505000,3925,674,47,04,02,2018,31.9606059,34.8027197
1,3.0,5,52.8,1020000,3925,674,47,24,10,2010,31.9606059,34.8027197
1,3.0,5,52.8,681000,3925,674,47,12,04,2000,31.9606059,34.8027197
1,3.0,4,63.93,1565000,6286,153,18,13,10,2021,31.9646976,34.8213864
1,3.0,4,63.93,428000,6286,153,18,16,11,2004,31.9646976,34.8213864
1,3.0,1,59.39,1520000,3928,556,8,13,10,2021,31.9722312,34.8022818
1,3.0,1,59.39,1350000,3928,556,8,19,09,2016,31.9722312,34.8022818
1,3.0,2,66.3,1500000,3932,64,8,12,10,2021,31.9651533,34.8091577
1,3.0,2,66.3,1312000,3932,64,8,02,08,2016,31.9651533,34.8091577
1,3.0,2,66.3,782000,3932,64,8,19,03,2009,31.9651533,34.8091577
1,3.0,2,66.3,505000,3932,64,8,19,04,2001,31.9651533,34.8091577
1,3.0,3,64.0,1430000,5036,38,13,12,10,2021,31.973463,34.7838593
1,3.0,3,64.0,560000,5036,38,13,14,02,2008,31.973463,34.7838593
1,3.0,1,48.4,1300000,3929,787,3,11,10,2021,31.9679545,34.8131002
1,3.0,1,48.4,463000,3929,787,3,14,02,2000,31.9679545,34.8131002
1,3.0,4,64.98,1530000,3928,279,21,11,10,2021,31.9697535,34.8005365
1,3.0,4,64.98,452000,3928,279,21,22,04,2004,31.9697535,34.8005365
1,3.0,1,69.94,1760000,3937,175,2,11,10,2021,31.9600417,34.8097645
1,3.0,1,69.94,1100000,3937,175,2,22,03,2017,31.9600417,34.8097645
1,3.0,1,69.94,1025000,3937,175,2,25,06,2014,31.9600417,34.8097645
1,3.0,2,70.5,1770000,3945,69,3,11,10,2021,31.965054,34.7920518
1,3.0,2,70.5,1430000,3945,69,3,25,04,2017,31.965054,34.7920518
1,3.0,1,65.05,1870000,5183,35,30,10,10,2021,31.96430059999999,34.7716776
1,3.0,1,65.05,1750000,5183,35,30,25,11,2020,31.96430059999999,34.7716776
1,3.0,1,65.05,676000,5183,35,30,04,01,2007,31.96430059999999,34.7716776
1,3.0,3,60.64,1600000,3926,131,9,10,10,2021,31.9640326,34.7931611
1,3.0,3,60.64,1350000,3926,131,9,21,11,2017,31.9640326,34.7931611
1,3.0,3,60.64,1090000,3926,131,9,18,10,2015,31.9640326,34.7931611
1,3.0,3,60.64,860000,3926,131,9,22,07,2010,31.9640326,34.7931611
1,3.0,10,52.8,1665000,3925,674,111,08,10,2021,31.9606059,34.8027197
1,3.0,10,52.8,1543000,3925,674,111,29,03,2018,31.9606059,34.8027197
1,3.0,10,52.8,1350000,3925,674,111,02,12,2015,31.9606059,34.8027197
1,3.0,10,52.8,805000,3925,674,111,24,12,2002,31.9606059,34.8027197
1,3.0,3,78.11,1500000,3929,1012,7,06,10,2021,31.9677785,34.808136
1,3.0,3,78.11,533000,3929,1012,7,07,12,2006,31.9677785,34.808136
1,3.0,6,71.89,2000000,5748,8,21,06,10,2021,31.9802176,34.7828539
1,3.0,6,71.89,1028000,5748,8,21,01,07,2008,31.9802176,34.7828539
1,3.0,3,62.19,1540000,6286,147,25,06,10,2021,31.9660183,34.8232369
1,3.0,3,62.19,1230000,6286,147,25,25,05,2017,31.9660183,34.8232369
1,3.0,4,66.0,1757000,5036,33,7,05,10,2021,31.9732997,34.7861435
1,3.0,4,66.0,1670000,5036,33,7,30,06,2020,31.9732997,34.7861435
1,3.0,4,66.0,1480000,5036,33,7,10,10,2016,31.9732997,34.7861435
1,3.0,4,66.0,1150000,5036,33,7,25,02,2013,31.9732997,34.7861435
1,3.0,4,66.0,770000,5036,33,7,21,05,2009,31.9732997,34.7861435
1,3.0,4,66.0,560000,5036,33,7,23,05,2005,31.9732997,34.7861435
1,3.0,4,66.0,630000,5036,33,7,29,07,2001,31.9732997,34.7861435
1,3.0,4,66.06,1625000,3929,784,14,05,10,2021,31.9698642,34.8062335
1,3.0,4,66.06,1460000,3929,784,14,30,01,2017,31.9698642,34.8062335
1,3.0,2,56.5,1550000,7281,47,12,04,10,2021,31.987797,34.78875860000001
1,3.0,2,56.5,1300000,7281,47,12,31,10,2019,31.987797,34.78875860000001
1,3.0,2,56.5,381000,7281,47,12,30,10,2007,31.987797,34.78875860000001
1,3.0,2,68.24,1760000,3928,153,8,03,10,2021,31.9723462,34.8050069
1,3.0,2,68.24,1365000,3928,153,8,13,11,2017,31.9723462,34.8050069
1,3.0,2,68.24,568000,3928,153,8,06,05,1998,31.9723462,34.8050069
1,3.0,2,62.1,1580000,5036,31,15,03,10,2021,31.9742442,34.7836764
1,3.0,2,62.1,745000,5036,31,15,26,02,2009,31.9742442,34.7836764
1,3.0,2,62.1,577000,5036,31,15,05,01,2004,31.9742442,34.7836764
1,3.0,2,62.1,498000,5036,31,15,23,04,2001,31.9742442,34.7836764
1,3.0,3,64.0,1510000,7282,313,12,03,10,2021,31.9730015,34.7925013
1,3.0,3,64.0,780000,7282,313,12,20,12,2010,31.9730015,34.7925013
1,3.0,1,65.78,1480000,3929,552,2,03,10,2021,31.9696907,34.8103215
1,3.0,1,65.78,890000,3929,552,2,14,09,2011,31.9696907,34.8103215
1,3.0,0,62.0,1450000,3929,308,4,29,09,2021,31.9730015,34.7925013
1,3.0,0,62.0,760000,3929,308,4,17,07,2009,31.9730015,34.7925013
1,3.0,0,62.0,458000,3929,308,4,07,12,2000,31.9730015,34.7925013
1,3.0,2,68.0,1800000,3926,777,5,26,09,2021,31.9606075,34.796088
1,3.0,2,68.0,1530000,3926,777,5,11,10,2008,31.9606075,34.796088
1,3.0,2,68.0,557000,3926,777,5,15,02,1998,31.9606075,34.796088
1,3.0,3,58.91,1500000,3932,187,6,26,09,2021,31.9636367,34.8101564
1,3.0,3,58.91,920000,3932,187,6,27,11,2012,31.9636367,34.8101564
1,3.0,3,58.91,650000,3932,187,6,25,03,2009,31.9636367,34.8101564
1,3.0,3,58.91,524000,3932,187,6,05,11,2007,31.9636367,34.8101564
1,3.0,3,58.91,530000,3932,187,6,01,08,1999,31.9636367,34.8101564
1,3.0,3,55.95,1690000,3929,536,11,26,09,2021,31.9730015,34.7925013
1,3.0,3,55.95,1150000,3929,536,11,12,01,2016,31.9730015,34.7925013
1,3.0,4,60.0,1380000,3930,327,13,20,09,2021,31.9624909,34.8159747
1,3.0,4,60.0,474000,3930,327,13,09,12,1998,31.9624909,34.8159747
1,3.0,6,73.85,1630000,6286,156,24,19,09,2021,31.9647843,34.8229115
1,3.0,6,73.85,532000,6286,156,24,05,08,2004,31.9647843,34.8229115
1,3.0,1,61.3,1735000,3939,427,1,19,09,2021,31.97430799999999,34.8144054
1,3.0,1,61.3,757000,3939,427,1,28,06,2016,31.97430799999999,34.8144054
1,3.0,1,61.3,909000,3939,427,1,26,11,2014,31.97430799999999,34.8144054
1,3.0,1,61.3,840000,3939,427,1,20,03,2009,31.97430799999999,34.8144054
1,3.0,1,61.3,740000,3939,427,1,03,01,2008,31.97430799999999,34.8144054
1,3.0,4,44.97,1300000,3933,214,30,19,09,2021,31.9663443,34.8036574
1,3.0,4,44.97,530000,3933,214,30,26,03,2009,31.9663443,34.8036574
1,3.0,3,65.0,2250000,5387,54,7,13,09,2021,31.9639008,34.7803039
1,3.0,3,65.0,640000,5387,54,7,08,08,2007,31.9639008,34.7803039
1,3.0,3,63.77,2290000,5387,37,16,13,09,2021,31.9651245,34.782294
1,3.0,3,63.77,2100000,5387,37,16,20,04,2020,31.9651245,34.782294
1,3.0,3,63.77,1500000,5387,37,16,03,05,2015,31.9651245,34.782294
1,3.0,3,63.77,1200000,5387,37,16,30,04,2013,31.9651245,34.782294
1,3.0,3,63.77,1050000,5387,37,16,20,10,2010,31.9651245,34.782294
1,3.0,3,44.0,1120000,7282,2,17,13,09,2021,31.9850994,34.791085
1,3.0,3,44.0,675000,7282,2,17,18,12,2014,31.9850994,34.791085
1,3.0,3,77.11,1575000,3930,114,7,12,09,2021,31.9617535,34.8135266
1,3.0,3,77.11,535000,3930,114,7,06,05,1998,31.9617535,34.8135266
1,3.0,2,60.0,1415000,3932,178,7,12,09,2021,31.964301,34.8089531
1,3.0,2,60.0,577000,3932,178,7,18,02,2002,31.964301,34.8089531
1,3.0,4,63.95,1550000,3929,497,8,09,09,2021,31.96986,34.8092493
1,3.0,4,63.95,1410000,3929,497,8,28,03,2018,31.96986,34.8092493
1,3.0,4,63.95,880000,3929,497,8,14,02,2012,31.96986,34.8092493
1,3.0,4,55.0,1530000,3932,70,13,05,09,2021,31.9648544,34.8098694
1,3.0,4,55.0,500000,3932,70,13,06,07,1999,31.9648544,34.8098694
1,3.0,4,42.0,1345000,7281,86,31,05,09,2021,31.9866446,34.79052
1,3.0,4,42.0,560000,7281,86,31,02,01,2013,31.9866446,34.79052
1,3.0,4,42.0,363000,7281,86,31,09,10,2003,31.9866446,34.79052
1,3.0,4,42.0,335000,7281,86,31,13,09,1999,31.9866446,34.79052
1,3.0,6,63.3,1530000,3932,230,20,05,09,2021,31.9628853,34.8077493
1,3.0,6,63.3,820000,3932,230,20,16,06,2008,31.9628853,34.8077493
1,3.0,6,63.3,525000,3932,230,20,04,06,2000,31.9628853,34.8077493
1,3.0,1,62.39,1560000,3929,598,1,05,09,2021,31.9684735,34.8113748
1,3.0,1,62.39,970000,3929,598,1,12,05,2013,31.9684735,34.8113748
1,3.0,1,62.39,581000,3929,598,1,11,03,2003,31.9684735,34.8113748
1,3.0,4,63.2,1500000,3923,301,16,05,09,2021,31.9637229,34.7901493
1,3.0,4,63.2,587000,3923,301,16,09,08,2005,31.9637229,34.7901493
1,3.0,1,61.47,1650000,3928,730,4,03,09,2021,31.9723086,34.8037221
1,3.0,1,61.47,1260000,3928,730,4,08,03,2015,31.9723086,34.8037221
1,3.0,1,61.47,885000,3928,730,4,01,08,2012,31.9723086,34.8037221
1,3.0,5,80.1,1500000,3933,251,34,02,09,2021,31.9644031,34.8063983
1,3.0,5,80.1,850000,3933,251,34,19,10,2009,31.9644031,34.8063983
1,3.0,5,80.1,518000,3933,251,34,18,07,1999,31.9644031,34.8063983
1,3.0,8,63.2,1480000,3923,291,31,02,09,2021,31.9642529,34.7897399
1,3.0,8,63.2,915000,3923,291,31,04,06,2010,31.9642529,34.7897399
1,3.0,8,63.2,485000,3923,291,31,04,07,2006,31.9642529,34.7897399
1,3.0,1,61.5,1600000,3926,668,4,02,09,2021,31.9582608,34.7982137
1,3.0,1,61.5,767000,3926,668,4,05,04,2009,31.9582608,34.7982137
1,3.0,1,70.85,1545000,3926,1075,4,02,09,2021,31.9581995,34.7955923
1,3.0,1,70.85,840000,3926,1075,4,15,06,2009,31.9581995,34.7955923
1,3.0,2,67.49,1830000,5183,29,11,02,09,2021,31.9617665,34.7739592
1,3.0,2,67.49,1690000,5183,29,11,18,11,2016,31.9617665,34.7739592
1,3.0,2,67.49,1200000,5183,29,11,08,03,2012,31.9617665,34.7739592
1,3.0,1,58.4,1540000,3926,666,4,31,08,2021,31.958399,34.7975989
1,3.0,1,58.4,1240000,3926,666,4,21,04,2016,31.958399,34.7975989
1,3.0,1,59.97,1680000,3928,729,1,29,08,2021,31.9723198,34.8033051
1,3.0,1,59.97,1370000,3928,729,1,06,02,2019,31.9723198,34.8033051
1,3.0,2,65.69,1710000,5183,15,9,27,08,2021,31.9615717,34.7729258
1,3.0,2,65.69,1400000,5183,15,9,30,10,2016,31.9615717,34.7729258
1,3.0,2,65.69,1100000,5183,15,9,20,08,2012,31.9615717,34.7729258
1,3.0,4,39.6,1500000,7281,152,30,27,08,2021,31.9730015,34.7925013
1,3.0,4,39.6,1090000,7281,152,30,06,11,2016,31.9730015,34.7925013
1,3.0,1,68.0,1540000,5036,94,76,26,08,2021,31.97090549999999,34.7819648
1,3.0,1,68.0,1050000,5036,94,76,16,01,2013,31.97090549999999,34.7819648
1,3.0,1,68.0,583000,5036,94,76,18,01,1998,31.97090549999999,34.7819648
1,3.0,4,63.5,1420000,3926,606,13,26,08,2021,31.9594232,34.7970166
1,3.0,4,63.5,1110000,3926,606,13,17,09,2015,31.9594232,34.7970166
1,3.0,4,63.5,847000,3926,606,13,07,03,2012,31.9594232,34.7970166
1,3.0,4,63.5,620000,3926,606,13,13,05,2009,31.9594232,34.7970166
1,3.0,1,79.0,2175000,5096,2,2,25,08,2021,31.9707941,34.7641755
1,3.0,1,79.0,1165000,5096,2,2,23,06,2009,31.9707941,34.7641755
1,3.0,2,66.8,1450000,3936,4,8,24,08,2021,31.9591165,34.8050163
1,3.0,2,66.8,1150000,3936,4,8,31,08,2015,31.9591165,34.8050163
1,3.0,4,60.9,1630000,5036,54,16,23,08,2021,31.9733325,34.7823314
1,3.0,4,60.9,1100000,5036,54,16,12,06,2013,31.9733325,34.7823314
1,3.0,4,60.9,850000,5036,54,16,08,09,2009,31.9733325,34.7823314
1,3.0,4,60.9,571000,5036,54,16,06,05,2002,31.9733325,34.7823314
1,3.0,1,39.0,1200000,7281,22,7,22,08,2021,31.9862193,34.7866367
1,3.0,1,39.0,865000,7281,22,7,14,06,2015,31.9862193,34.7866367
1,3.0,2,81.65,1180000,3932,94,7,22,08,2021,31.9648545,34.8102129
1,3.0,2,81.65,1050000,3932,94,7,04,11,2020,31.9648545,34.8102129
1,3.0,3,55.93,1410000,3936,58,14,19,08,2021,31.9607402,34.806934
1,3.0,3,55.93,600000,3936,58,14,07,02,2008,31.9607402,34.806934
1,3.0,5,80.9,1870000,3929,833,9,19,08,2021,31.9730015,34.7925013
1,3.0,5,80.9,1300000,3929,833,9,18,08,2015,31.9730015,34.7925013
1,3.0,3,85.0,1900000,5183,77,14,18,08,2021,31.9650505,34.7717826
1,3.0,3,85.0,867000,5183,77,14,13,03,2006,31.9650505,34.7717826
1,3.0,3,85.0,811000,5183,77,14,23,03,2000,31.9650505,34.7717826
1,3.0,3,49.0,1400000,3929,798,14,18,08,2021,31.9682741,34.8128349
1,3.0,3,49.0,550000,3929,798,14,27,01,2009,31.9682741,34.8128349
1,3.0,3,64.0,1470000,5036,38,19,17,08,2021,31.973463,34.7838593
1,3.0,3,64.0,1130000,5036,38,19,17,09,2013,31.973463,34.7838593
1,3.0,3,64.0,960000,5036,38,19,03,03,2011,31.973463,34.7838593
1,3.0,4,53.0,1370000,3935,84,21,16,08,2021,31.9623981,34.8056821
1,3.0,4,53.0,1030000,3935,84,21,22,05,2013,31.9623981,34.8056821
1,3.0,4,53.0,475000,3935,84,21,16,08,2002,31.9623981,34.8056821
1,3.0,3,52.75,1540000,3928,239,10,16,08,2021,31.9721923,34.8055227
1,3.0,3,52.75,1390000,3928,239,10,01,08,2018,31.9721923,34.8055227
1,3.0,3,52.75,1030000,3928,239,10,16,08,2013,31.9721923,34.8055227
1,3.0,3,52.75,790000,3928,239,10,06,03,2009,31.9721923,34.8055227
1,3.0,2,71.0,1300000,7282,19,9,16,08,2021,31.981121,34.7894127
1,3.0,2,71.0,820000,7282,19,9,01,08,2013,31.981121,34.7894127
1,3.0,2,42.0,1640000,7281,88,12,15,08,2021,31.9861237,34.7908589
1,3.0,2,42.0,1341000,7281,88,12,02,09,2020,31.9861237,34.7908589
1,3.0,2,42.0,345000,7281,88,12,18,12,2007,31.9861237,34.7908589
1,3.0,2,65.4,1835000,5115,26,39,15,08,2021,31.9789282,34.7782653
1,3.0,2,65.4,1420000,5115,26,39,07,05,2015,31.9789282,34.7782653
1,3.0,2,65.4,870000,5115,26,39,02,01,2009,31.9789282,34.7782653
1,3.0,3,65.8,1350000,3928,215,7,15,08,2021,31.9672382,34.8005763
1,3.0,3,65.8,1200000,3928,215,7,29,06,2018,31.9672382,34.8005763
1,3.0,1,63.1,1620000,5036,70,10,11,08,2021,31.972259,34.7832984
1,3.0,1,63.1,1420000,5036,70,10,26,04,2017,31.972259,34.7832984
1,3.0,1,63.1,619000,5036,70,10,13,01,2011,31.972259,34.7832984
1,3.0,1,63.1,544000,5036,70,10,19,01,1998,31.972259,34.7832984
1,3.0,5,76.47,1700000,5031,9,20,11,08,2021,31.9847183,34.7873435
1,3.0,5,76.47,1130000,5031,9,20,12,02,2014,31.9847183,34.7873435
1,3.0,5,76.47,795000,5031,9,20,22,03,2009,31.9847183,34.7873435
4,3.0,0,67.0,1540000,5036,27,29,10,08,2021,31.9735378,34.7863037
4,3.0,0,67.0,564000,5036,27,29,28,12,2004,31.9735378,34.7863037
1,3.0,2,65.84,1470000,3930,217,4,10,08,2021,31.9730015,34.7925013
1,3.0,2,65.84,870000,3930,217,4,13,07,2010,31.9730015,34.7925013
1,3.0,3,64.31,1580000,3928,68,20,10,08,2021,31.9715142,34.8057103
1,3.0,3,64.31,1200000,3928,68,20,04,06,2015,31.9715142,34.8057103
1,3.0,9,70.41,1800000,3939,443,35,09,08,2021,31.9724303,34.815709
1,3.0,9,70.41,1790000,3939,443,35,10,10,2019,31.9724303,34.815709
1,3.0,9,70.41,1150000,3939,443,35,02,02,2012,31.9724303,34.815709
1,3.0,9,70.41,1020000,3939,443,35,09,09,2009,31.9724303,34.815709
1,3.0,9,70.41,644000,3939,443,35,29,02,2000,31.9724303,34.815709
1,3.0,1,68.1,1615000,3925,280,2,09,08,2021,31.95998699999999,34.8039969
1,3.0,1,68.1,600000,3925,280,2,04,12,2006,31.95998699999999,34.8039969
1,3.0,1,83.1,1780000,6286,272,33,08,08,2021,31.9631783,34.8220941
1,3.0,1,83.1,1500000,6286,272,33,07,06,2017,31.9631783,34.8220941
1,3.0,1,83.1,574000,6286,272,33,30,03,1999,31.9631783,34.8220941
1,3.0,3,63.15,1635000,3926,691,12,08,08,2021,31.9572939,34.7981136
1,3.0,3,63.15,1390000,3926,691,12,05,04,2017,31.9572939,34.7981136
1,3.0,3,63.15,531000,3926,691,12,08,02,2004,31.9572939,34.7981136
1,3.0,4,54.0,1330000,3929,708,15,08,08,2021,31.9689285,34.8084074
