propery_type,rooms,foor,square_foot,price,sector,block,property,day,month,year,lat,lng
1,5.0,8,112.93,2535000,5115,32,81,25,07,2021,31.9779973,34.774332
1,5.0,8,112.93,1800000,5115,32,81,21,12,2009,31.9779973,34.774332
1,5.0,5,120.9,2390000,6287,220,20,25,07,2021,31.9581899,34.8165601
1,5.0,5,120.9,1500000,6287,220,20,12,12,2012,31.9581899,34.8165601
1,5.0,3,120.88,2605000,4246,202,26,23,07,2021,31.9447957,34.8215001
1,5.0,3,120.88,1420000,4246,202,26,07,07,2010,31.9447957,34.8215001
1,5.0,1,112.45,1960000,3926,1207,7,22,07,2021,31.96169819999999,34.7946837
1,5.0,1,112.45,844000,3926,1207,7,05,05,2004,31.96169819999999,34.7946837
2,5.0,0,154.43,3275000,5389,19,17,22,07,2021,31.962182,34.7779697
2,5.0,0,154.43,2740000,5389,19,17,01,02,2016,31.962182,34.7779697
1,5.0,0,102.3,3080000,5183,73,1,22,07,2021,31.965132,34.775383
1,5.0,0,102.3,2190000,5183,73,1,09,02,2016,31.965132,34.775383
1,5.0,1,110.0,1850000,3939,139,1,21,07,2021,31.9723423,34.8088813
1,5.0,1,110.0,777000,3939,139,1,22,04,2004,31.9723423,34.8088813
4,5.0,1,201.0,6200000,3629,249,1,21,07,2021,31.977863,34.798725
4,5.0,1,201.0,3500000,3629,249,1,13,01,2013,31.977863,34.798725
4,5.0,1,201.0,3500000,3629,249,1,12,01,2013,31.977863,34.798725
2,6.0,0,141.8,1800000,3938,44,4,20,07,2021,31.9589718,34.8113868
2,6.0,0,141.8,1800000,3938,44,4,06,10,2013,31.9589718,34.8113868
2,6.0,0,141.8,1134000,3938,44,4,30,12,2004,31.9589718,34.8113868
1,5.0,6,120.88,3100000,7373,75,24,20,07,2021,31.98271219999999,34.8039638
1,5.0,6,120.88,2156000,7373,75,24,15,01,2012,31.98271219999999,34.8039638
1,5.0,6,105.0,1870000,3928,831,71,20,07,2021,31.9715729,34.8020828
1,5.0,6,105.0,1440000,3928,831,71,15,12,2014,31.9715729,34.8020828
1,5.0,2,84.35,1780000,3926,611,8,19,07,2021,31.959788,34.7981416
1,5.0,2,84.35,1180000,3926,611,8,06,05,2009,31.959788,34.7981416
1,5.0,2,84.35,678000,3926,611,8,31,08,1999,31.959788,34.7981416
2,6.0,0,244.0,5600000,5119,46,1,14,07,2021,31.9803698,34.7716332
2,6.0,0,244.0,2486000,5119,46,1,30,04,2007,31.9803698,34.7716332
1,5.0,1,115.8,2240000,6286,268,5,08,07,2021,31.9646181,34.8209135
1,5.0,1,115.8,1400000,6286,268,5,18,03,2011,31.9646181,34.8209135
1,5.0,1,115.8,815000,6286,268,5,09,03,2000,31.9646181,34.8209135
2,6.0,0,144.13,3850000,4747,3,1,07,07,2021,31.9863304,34.776429
2,6.0,0,144.13,2800000,4747,3,1,28,03,2016,31.9863304,34.776429
1,5.0,9,111.0,2580000,5114,34,74,06,07,2021,31.9779691,34.7711019
1,5.0,9,111.0,1066000,5114,34,74,16,04,2007,31.9779691,34.7711019
1,5.0,9,111.0,894000,5114,34,74,12,11,1998,31.9779691,34.7711019
4,6.0,0,154.84,2750000,6823,178,3,06,07,2021,31.986065,34.7837836
4,6.0,0,154.84,1305000,6823,178,3,02,07,2008,31.986065,34.7837836
1,6.0,6,156.0,3200000,2717,16,11,06,07,2021,31.998672,34.7399421
1,6.0,6,156.0,2650000,2717,16,11,06,03,2014,31.998672,34.7399421
1,6.0,6,156.0,2800000,2717,16,11,31,05,2011,31.998672,34.7399421
1,5.0,9,109.5,2700000,5748,11,32,06,07,2021,31.9817066,34.7811035
1,5.0,9,109.5,2010000,5748,11,32,11,12,2011,31.9817066,34.7811035
1,5.0,2,98.0,2070000,3926,876,9,06,07,2021,31.9591532,34.801487
1,5.0,2,98.0,1368000,3926,876,9,08,05,2016,31.9591532,34.801487
1,5.0,7,98.1,1570000,3939,296,28,05,07,2021,31.9714265,34.8156551
1,5.0,7,98.1,589000,3939,296,28,16,08,2004,31.9714265,34.8156551
3,5.0,6,126.38,3400000,3926,675,20,30,06,2021,31.957961,34.7975121
3,5.0,6,126.38,2200000,3926,675,20,03,09,2014,31.957961,34.7975121
1,5.0,7,139.88,3660000,3927,364,26,29,06,2021,31.97337589999999,34.793428
1,5.0,7,139.88,2350000,3927,364,26,22,07,2010,31.97337589999999,34.793428
1,5.0,7,139.88,1540000,3927,364,26,01,11,2007,31.97337589999999,34.793428
1,6.0,8,138.85,2630000,3939,501,126,24,06,2021,31.972018,34.8105098
1,6.0,8,138.85,913000,3939,501,126,13,06,2001,31.972018,34.8105098
1,5.0,3,132.0,2775000,7374,102,14,21,06,2021,31.9807768,34.8026083
1,5.0,3,132.0,2150000,7374,102,14,25,09,2015,31.9807768,34.8026083
1,5.0,3,132.0,1536000,7374,102,14,06,07,2009,31.9807768,34.8026083
2,6.0,1,227.95,5100000,7373,33,2,21,06,2021,31.9841471,34.8031297
2,6.0,1,227.95,2900000,7373,33,2,28,12,2011,31.9841471,34.8031297
1,5.0,3,133.11,2800000,5036,157,30,21,06,2021,31.9750326,34.78678730000001
1,5.0,3,133.11,1883000,5036,157,30,30,04,2014,31.9750326,34.78678730000001
1,5.0,4,105.64,2070000,3926,675,12,21,06,2021,31.957961,34.7975121
1,5.0,4,105.64,1820000,3926,675,12,11,07,2016,31.957961,34.7975121
1,5.0,1,125.2,2620000,3926,161,4,20,06,2021,31.963265,34.794915
1,5.0,1,125.2,970000,3926,161,4,13,11,2003,31.963265,34.794915
1,5.0,6,126.73,2450000,3945,703,23,16,06,2021,31.9665266,34.7983291
1,5.0,6,126.73,875000,3945,703,23,11,03,1998,31.9665266,34.7983291
1,6.0,0,164.26,3600000,6286,324,1,16,06,2021,31.9701748,34.8233926
1,6.0,0,164.26,1968000,6286,324,1,26,03,2010,31.9701748,34.8233926
1,6.0,0,164.26,1714000,6286,324,1,27,08,2009,31.9701748,34.8233926
1,5.0,3,132.0,2740000,6286,399,11,16,06,2021,31.9670173,34.8242164
1,5.0,3,132.0,1780000,6286,399,11,05,05,2013,31.9670173,34.8242164
1,5.0,5,110.0,2100000,3939,139,9,15,06,2021,31.9723423,34.8088813
1,5.0,5,110.0,1025000,3939,139,9,12,10,2008,31.9723423,34.8088813
1,7.0,2,241.77,2850000,2717,5,4,11,06,2021,31.9974318,34.7406297
1,7.0,2,241.77,2200000,2717,5,4,20,01,2016,31.9974318,34.7406297
1,5.0,7,112.16,2825000,6286,324,24,10,06,2021,31.9701748,34.8233926
1,5.0,7,112.16,1505000,6286,324,24,22,06,2010,31.9701748,34.8233926
2,5.0,0,267.41,3190000,4242,565,2,08,06,2021,31.9536537,34.8234515
2,5.0,0,267.41,3100000,4242,565,2,14,07,2019,31.9536537,34.8234515
1,5.0,7,116.5,2700000,6286,398,53,07,06,2021,31.9693064,34.8231191
1,5.0,7,116.5,1574000,6286,398,53,24,10,2010,31.9693064,34.8231191
1,5.0,6,139.0,3330000,6286,332,21,07,06,2021,31.969375,34.824984
1,5.0,6,139.0,1865000,6286,332,21,03,02,2011,31.969375,34.824984
3,5.0,6,127.3,3100000,5183,36,47,06,06,2021,31.963316,34.7722478
3,5.0,6,127.3,2480000,5183,36,47,07,06,2015,31.963316,34.7722478
3,5.0,6,127.3,1285000,5183,36,47,18,10,2002,31.963316,34.7722478
1,6.0,1,136.78,2330000,3928,438,2,06,06,2021,31.969272,34.80096109999999
1,6.0,1,136.78,950000,3928,438,2,06,08,2007,31.969272,34.80096109999999
1,5.0,1,126.96,2395000,3937,268,1,31,05,2021,31.9594117,34.81084999999999
1,5.0,1,126.96,1180000,3937,268,1,19,03,2008,31.9594117,34.81084999999999
1,5.0,3,96.0,1930000,5038,11,32,31,05,2021,31.9767241,34.7785954
1,5.0,3,96.0,1555000,5038,11,32,22,03,2011,31.9767241,34.7785954
1,5.0,3,99.17,2250000,3945,533,10,26,05,2021,31.9671181,34.7958701
1,5.0,3,99.17,1000000,3945,533,10,31,08,2009,31.9671181,34.7958701
1,6.0,4,119.0,2820000,5115,31,56,25,05,2021,31.977161,34.776435
1,6.0,4,119.0,2025000,5115,31,56,23,08,2015,31.977161,34.776435
1,5.0,10,121.9,2350000,5114,36,85,24,05,2021,31.975772,34.770986
1,5.0,10,121.9,2035000,5114,36,85,12,01,2014,31.975772,34.770986
1,5.0,10,121.9,1290000,5114,36,85,05,03,2008,31.975772,34.770986
1,5.0,1,104.6,1845000,6287,222,73,20,05,2021,31.9568843,34.8155223
1,5.0,1,104.6,1540000,6287,222,73,10,05,2015,31.9568843,34.8155223
1,5.0,1,104.6,793000,6287,222,73,13,09,2001,31.9568843,34.8155223
1,6.0,0,205.3,3750000,3938,166,1,19,05,2021,31.9581376,34.8104286
1,6.0,0,205.3,2110000,3938,166,1,22,02,2010,31.9581376,34.8104286
1,5.0,5,120.09,2010000,3945,718,58,18,05,2021,31.9667507,34.7991312
1,5.0,5,120.09,904000,3945,718,58,27,02,2006,31.9667507,34.7991312
1,5.0,8,109.92,2570000,5114,41,30,12,05,2021,31.978532,34.772646
1,5.0,8,109.92,730000,5114,41,30,17,08,1998,31.978532,34.772646
1,5.0,2,108.43,2240000,5115,25,50,12,05,2021,31.9794639,34.776798
1,5.0,2,108.43,993000,5115,25,50,20,01,2002,31.9794639,34.776798
2,7.0,1,219.6,4700000,5099,11,1,12,05,2021,31.9677589,34.7685516
2,7.0,1,219.6,1814000,5099,11,1,02,07,2007,31.9677589,34.7685516
1,5.0,1,125.25,2000000,6287,154,4,11,05,2021,31.9598069,34.817935
1,5.0,1,125.25,701000,6287,154,4,25,03,2004,31.9598069,34.817935
1,5.0,1,125.25,898000,6287,154,4,09,07,2002,31.9598069,34.817935
1,5.0,3,100.24,2000000,3926,89,7,11,05,2021,31.9639248,34.7979137
1,5.0,3,100.24,1810000,3926,89,7,21,07,2020,31.9639248,34.7979137
1,5.0,3,100.24,1500000,3926,89,7,30,03,2015,31.9639248,34.7979137
1,5.0,3,100.24,1110000,3926,89,7,03,06,2009,31.9639248,34.7979137
1,5.0,3,100.24,846000,3926,89,7,06,08,2007,31.9639248,34.7979137
1,5.0,5,121.0,2350000,5748,11,18,09,05,2021,31.9817066,34.7811035
1,5.0,5,121.0,1548000,5748,11,18,05,10,2011,31.9817066,34.7811035
1,5.0,5,121.0,1819210,5748,11,18,16,08,2011,31.9817066,34.7811035
1,6.0,6,128.72,2850000,3926,1257,23,06,05,2021,31.9572449,34.8002754
1,6.0,6,128.72,1231000,3926,1257,23,16,05,2001,31.9572449,34.8002754
1,5.0,3,111.2,2000000,5036,175,11,05,05,2021,31.9741432,34.7863532
1,5.0,3,111.2,1700000,5036,175,11,14,01,2015,31.9741432,34.7863532
1,5.0,3,111.2,1120000,5036,175,11,06,07,2004,31.9741432,34.7863532
1,5.0,3,111.2,908000,5036,175,11,05,12,1999,31.9741432,34.7863532
2,6.0,0,174.28,4800000,5383,27,2,05,05,2021,31.9810141,34.7766249
2,6.0,0,174.28,3250000,5383,27,2,31,03,2014,31.9810141,34.7766249
1,5.0,10,126.4,2930000,3946,410,106,05,05,2021,31.9724022,34.7784792
1,5.0,10,126.4,2140000,3946,410,106,17,09,2014,31.9724022,34.7784792
1,5.0,0,192.42,2787000,2717,33,39,03,05,2021,31.9912444,34.73925699999999
1,5.0,0,192.42,1500000,2717,33,39,13,08,2008,31.9912444,34.73925699999999
1,5.0,7,106.0,2060000,3925,478,26,02,05,2021,31.9573202,34.8032662
1,5.0,7,106.0,793000,3925,478,26,23,01,2007,31.9573202,34.8032662
1,6.0,0,137.85,3450000,4243,399,1,02,05,2021,31.9574999,34.8289468
1,6.0,0,137.85,1250000,4243,399,1,23,12,2007,31.9574999,34.8289468
1,5.0,7,133.83,2830000,6286,326,25,22,04,2021,31.9730015,34.7925013
1,5.0,7,133.83,2320000,6286,326,25,09,06,2016,31.9730015,34.7925013
2,5.0,1,183.5,3400000,5037,25,2,21,04,2021,31.9961987,34.7384282
2,5.0,1,183.5,1428000,5037,25,2,30,04,2007,31.9961987,34.7384282
1,5.0,4,112.93,2450000,5115,32,18,20,04,2021,31.977809,34.7754913
1,5.0,4,112.93,1168000,5115,32,18,31,03,2004,31.977809,34.7754913
1,5.0,1,109.97,2170000,3929,969,4,20,04,2021,31.968951,34.8156346
1,5.0,1,109.97,1400000,3929,969,4,03,09,2009,31.968951,34.8156346
1,5.0,3,136.85,3350000,2704,55,13,19,04,2021,31.9969352,34.7372329
1,5.0,3,136.85,3800000,2704,55,13,03,11,2016,31.9969352,34.7372329
1,5.0,3,136.85,2410000,2704,55,13,10,03,2013,31.9969352,34.7372329
1,5.0,3,136.85,1705000,2704,55,13,30,01,2013,31.9969352,34.7372329
1,5.0,4,96.6,2390000,5038,9,8,18,04,2021,31.9766175,34.7799059
1,5.0,4,96.6,730000,5038,9,8,27,06,1999,31.9766175,34.7799059
1,5.0,1,135.8,2430000,6286,329,2,18,04,2021,31.9698463,34.8247662
1,5.0,1,135.8,1540000,6286,329,2,30,04,2012,31.9698463,34.8247662
1,5.0,4,129.8,2400000,6287,222,83,13,04,2021,31.9568843,34.8155223
1,5.0,4,129.8,1750000,6287,222,83,06,05,2012,31.9568843,34.8155223
3,6.0,4,125.3,2400000,3930,590,11,12,04,2021,31.9611473,34.8149036
3,6.0,4,125.3,1700000,3930,590,11,28,05,2014,31.9611473,34.8149036
1,5.0,8,133.83,2820000,6286,326,31,07,04,2021,31.9730015,34.7925013
1,5.0,8,133.83,2215000,6286,326,31,28,07,2015,31.9730015,34.7925013
1,5.0,5,110.95,2030000,3928,277,13,05,04,2021,31.9701136,34.8009244
1,5.0,5,110.95,843000,3928,277,13,12,09,2006,31.9701136,34.8009244
1,5.0,5,132.12,2230000,3937,228,17,30,03,2021,31.9602257,34.8128036
1,5.0,5,132.12,883000,3937,228,17,30,03,2000,31.9602257,34.8128036
1,5.0,4,139.2,2770000,6286,325,52,29,03,2021,31.97043219999999,34.82374190000001
1,5.0,4,139.2,1630000,6286,325,52,23,06,2011,31.97043219999999,34.82374190000001
1,5.0,0,145.75,3000000,5183,7,45,29,03,2021,31.9634675,34.7713085
2,6.0,0,175.0,3750000,5383,32,1,25,03,2021,31.981362,34.777096
2,6.0,0,175.0,2580000,5383,32,1,24,01,2013,31.981362,34.777096
1,5.0,3,125.1,2565000,5039,39,12,24,03,2021,31.9728193,34.7758486
1,5.0,3,125.1,999000,5039,39,12,30,05,2002,31.9728193,34.7758486
1,5.0,3,125.1,963000,5039,39,12,31,03,2002,31.9728193,34.7758486
1,5.0,2,135.0,2680000,3926,340,3,24,03,2021,31.9594362,34.7931307
1,5.0,2,135.0,1950000,3926,340,3,16,09,2016,31.9594362,34.7931307
1,5.0,2,135.0,1650000,3926,340,3,23,03,2010,31.9594362,34.7931307
1,6.0,3,134.0,3200000,5389,91,15,24,03,2021,31.961612,34.7768365
1,6.0,3,134.0,1994000,5389,91,15,27,04,2012,31.961612,34.7768365
1,6.0,3,134.0,1920000,5389,91,15,07,03,2011,31.961612,34.7768365
1,5.0,10,113.3,1225000,5115,33,41,24,03,2021,31.976856,34.775223
1,5.0,10,113.3,1318000,5115,33,41,13,07,2014,31.976856,34.775223
1,6.0,2,140.0,2770000,3929,964,7,22,03,2021,31.9678509,34.8153634
1,6.0,2,140.0,1700000,3929,964,7,11,12,2010,31.9678509,34.8153634
1,6.0,2,140.0,1660000,3929,964,7,09,04,2010,31.9678509,34.8153634
1,5.0,3,98.5,2100000,3930,128,6,21,03,2021,31.9606696,34.8130852
1,5.0,3,98.5,804000,3930,128,6,23,07,2000,31.9606696,34.8130852
2,7.0,0,470.6,5600000,7374,63,2,21,03,2021,31.9802315,34.8012219
2,7.0,0,470.6,4350000,7374,63,2,28,03,2016,31.9802315,34.8012219
3,6.0,8,143.64,2800000,3923,387,32,18,03,2021,31.9590951,34.7882306
3,6.0,8,143.64,1650000,3923,387,32,25,12,2007,31.9590951,34.7882306
3,6.0,8,143.64,1250000,3923,387,32,11,12,1998,31.9590951,34.7882306
1,5.0,5,139.2,2920000,6286,325,56,17,03,2021,31.97043219999999,34.82374190000001
1,5.0,5,139.2,1650000,6286,325,56,27,10,2010,31.97043219999999,34.82374190000001
1,5.0,1,102.34,1940000,5183,22,8,17,03,2021,31.9620918,34.7740392
1,5.0,1,102.34,1530000,5183,22,8,05,11,2014,31.9620918,34.7740392
1,6.0,1,111.25,2180000,3926,731,4,15,03,2021,31.9571175,34.7998308
1,6.0,1,111.25,1950000,3926,731,4,10,12,2018,31.9571175,34.7998308
1,6.0,1,111.25,1300000,3926,731,4,24,11,2011,31.9571175,34.7998308
1,5.0,10,118.3,3950000,2717,22,47,15,03,2021,31.9978943,34.7394943
1,5.0,10,118.3,2672000,2717,22,47,17,08,2016,31.9978943,34.7394943
1,5.0,3,112.0,3000000,5116,47,8,11,03,2021,31.9741803,34.7713122
1,5.0,3,112.0,2220000,5116,47,8,26,05,2016,31.9741803,34.7713122
1,5.0,3,112.0,1081000,5116,47,8,02,08,1999,31.9741803,34.7713122
1,5.0,1,99.47,888500,3939,296,1,11,03,2021,31.9714265,34.8156551
1,5.0,1,99.47,1400000,3939,296,1,14,01,2016,31.9714265,34.8156551
1,5.0,1,99.47,754000,3939,296,1,13,03,2000,31.9714265,34.8156551
1,5.0,1,128.9,2035000,6287,219,4,11,03,2021,31.9594181,34.8163927
1,5.0,1,128.9,1900000,6287,219,4,08,09,2016,31.9594181,34.8163927
1,5.0,3,133.83,2850000,6286,326,12,10,03,2021,31.9730015,34.7925013
1,5.0,3,133.83,2150000,6286,326,12,05,08,2015,31.9730015,34.7925013
1,5.0,6,109.36,2050000,2717,33,28,09,03,2021,31.9965905,34.7406731
1,5.0,6,109.36,711000,2717,33,28,28,02,2001,31.9965905,34.7406731
3,5.0,1,169.0,2700000,3945,582,4,07,03,2021,31.9684128,34.7987177
3,5.0,1,169.0,2100000,3945,582,4,30,07,2015,31.9684128,34.7987177
1,5.0,7,116.88,2190000,5036,116,45,04,03,2021,31.9702474,34.7817596
1,5.0,7,116.88,1530000,5036,116,45,10,09,2012,31.9702474,34.7817596
1,5.0,7,116.88,909000,5036,116,45,15,05,2000,31.9702474,34.7817596
1,5.0,1,126.1,2490000,3946,411,101,03,03,2021,31.9701043,34.7783734
1,5.0,1,126.1,1924000,3946,411,101,01,06,2011,31.9701043,34.7783734
1,5.0,10,120.4,2850000,5114,40,83,03,03,2021,31.977966,34.7734914
1,5.0,10,120.4,1785000,5114,40,83,04,03,2015,31.977966,34.7734914
2,6.0,0,176.15,2300000,3930,352,3,03,03,2021,31.9651693,34.8176107
2,6.0,0,176.15,2500000,3930,352,3,17,09,2019,31.9651693,34.8176107
1,5.0,2,132.57,2320000,2717,6,6,02,03,2021,31.9974217,34.7406575
1,5.0,2,132.57,1900000,2717,6,6,11,10,2012,31.9974217,34.7406575
1,5.0,2,132.57,814000,2717,6,6,03,07,2001,31.9974217,34.7406575
1,5.0,3,105.91,2165000,3926,731,8,02,03,2021,31.9571175,34.7998308
1,5.0,3,105.91,1730000,3926,731,8,16,12,2014,31.9571175,34.7998308
1,5.0,3,105.91,1360000,3926,731,8,08,07,2010,31.9571175,34.7998308
1,5.0,6,114.53,2085000,2717,3,30,01,03,2021,31.9973323,34.7402119
1,5.0,6,114.53,642000,2717,3,30,28,03,2000,31.9973323,34.7402119
1,5.0,16,123.31,2950000,3946,328,54,28,02,2021,31.9733545,34.7876938
1,5.0,16,123.31,2565000,3946,328,54,22,12,2015,31.9733545,34.7876938
1,5.0,16,123.31,2020000,3946,328,54,05,11,2009,31.9733545,34.7876938
2,5.0,7,155.3,3850000,6286,392,24,28,02,2021,31.9696247,34.8242656
2,5.0,7,155.3,2543000,6286,392,24,09,01,2013,31.9696247,34.8242656
1,5.0,0,132.4,3350000,5388,15,1,28,02,2021,31.9622779,34.780483
1,5.0,0,132.4,2575000,5388,15,1,19,03,2019,31.9622779,34.780483
1,5.0,8,111.49,2475000,5387,21,31,25,02,2021,31.9661241,34.7814322
1,5.0,8,111.49,2300000,5387,21,31,04,06,2019,31.9661241,34.7814322
1,5.0,8,111.49,984000,5387,21,31,19,10,2001,31.9661241,34.7814322
1,6.0,6,152.6,3070000,5389,91,61,25,02,2021,31.9640021,34.7760828
1,6.0,6,152.6,2192000,5389,91,61,16,07,2012,31.9640021,34.7760828
1,5.0,1,112.98,2300000,3936,6,3,24,02,2021,31.9584668,34.8052931
1,5.0,1,112.98,1835000,3936,6,3,24,03,2015,31.9584668,34.8052931
1,5.0,15,114.45,2800000,2717,35,56,23,02,2021,31.9976865,34.7426943
1,5.0,15,114.45,2260000,2717,35,56,10,06,2014,31.9976865,34.7426943
1,5.0,15,114.45,1323000,2717,35,56,16,01,2008,31.9976865,34.7426943
1,5.0,5,120.14,2200000,3930,412,50,23,02,2021,31.9654992,34.8123852
1,5.0,5,120.14,1210000,3930,412,50,07,09,2009,31.9654992,34.8123852
1,5.0,2,111.0,2030000,3936,75,2,22,02,2021,31.9617245,34.8089636
1,5.0,2,111.0,821000,3936,75,2,28,08,2002,31.9617245,34.8089636
1,5.0,2,111.0,777000,3936,75,2,09,07,2000,31.9617245,34.8089636
1,5.0,6,140.5,2680000,6286,312,16,22,02,2021,31.9678764,34.8229523
1,5.0,6,140.5,1654000,6286,312,16,21,03,2011,31.9678764,34.8229523
1,5.0,12,111.0,3025000,5096,7,45,18,02,2021,31.9694856,34.767574
1,5.0,12,111.0,1878000,5096,7,45,19,11,2002,31.9694856,34.767574
1,5.0,6,114.28,2550000,3939,539,21,18,02,2021,31.9726461,34.814149
1,5.0,6,114.28,2500000,3939,539,21,29,01,2019,31.9726461,34.814149
1,5.0,6,114.28,1295000,3939,539,21,20,03,2008,31.9726461,34.814149
1,5.0,9,182.09,2800000,3930,572,79,17,02,2021,31.9600797,34.8147527
1,5.0,9,182.09,868000,3930,572,79,03,08,1998,31.9600797,34.8147527
1,5.0,7,127.1,2480000,6287,221,28,17,02,2021,31.9580055,34.8164181
1,5.0,7,127.1,1018000,6287,221,28,23,05,2004,31.9580055,34.8164181
1,5.0,4,105.0,1830000,7281,56,19,17,02,2021,31.9872876,34.7890747
1,5.0,4,105.0,1025000,7281,56,19,26,11,2015,31.9872876,34.7890747
1,5.0,5,121.71,2460000,5116,24,59,16,02,2021,31.9745915,34.7738313
1,5.0,5,121.71,1120000,5116,24,59,20,03,2007,31.9745915,34.7738313
1,5.0,5,121.71,1233000,5116,24,59,12,02,2002,31.9745915,34.7738313
1,5.0,3,125.2,1965000,6287,219,46,15,02,2021,31.9598877,34.8162638
1,5.0,3,125.2,905000,6287,219,46,13,01,2005,31.9598877,34.8162638
1,5.0,2,122.2,2585000,3929,966,7,14,02,2021,31.9679101,34.8157199
1,5.0,2,122.2,1836000,3929,966,7,26,04,2015,31.9679101,34.8157199
1,5.0,0,175.0,4150000,5383,28,2,13,02,2021,31.9821845,34.7774063
1,5.0,0,175.0,1470000,5383,28,2,24,07,2003,31.9821845,34.7774063
1,5.0,4,127.15,2490000,5039,38,41,11,02,2021,31.9724022,34.7784792
1,5.0,4,127.15,1800000,5039,38,41,19,03,2019,31.9724022,34.7784792
1,5.0,4,127.15,1736000,5039,38,41,18,05,2017,31.9724022,34.7784792
1,5.0,4,127.15,996000,5039,38,41,19,05,1999,31.9724022,34.7784792
1,5.0,10,131.2,2670000,3945,835,42,11,02,2021,31.96497249999999,34.79073899999999
1,5.0,10,131.2,1235000,3945,835,42,15,04,2008,31.96497249999999,34.79073899999999
1,5.0,10,131.2,1194000,3945,835,42,13,02,2006,31.96497249999999,34.79073899999999
1,5.0,15,123.21,2860000,4746,32,135,11,02,2021,31.9805375,34.7848116
1,5.0,15,123.21,1920000,4746,32,135,18,08,2009,31.9805375,34.7848116
1,5.0,3,112.0,2300000,5116,52,9,09,02,2021,31.973991,34.7714456
1,5.0,3,112.0,1395000,5116,52,9,12,01,2003,31.973991,34.7714456
1,5.0,4,105.15,2500000,5183,7,17,09,02,2021,31.9634675,34.7713085
1,5.0,4,105.15,1585000,5183,7,17,09,12,2012,31.9634675,34.7713085
1,5.0,4,105.15,1047000,5183,7,17,12,05,2004,31.9634675,34.7713085
2,7.0,0,183.08,2700000,6288,75,18,09,02,2021,31.9493788,34.8097396
2,7.0,0,183.08,1344000,6288,75,18,06,07,2009,31.9493788,34.8097396
1,5.0,1,138.54,2980000,3927,364,3,04,02,2021,31.97337589999999,34.793428
1,5.0,1,138.54,1230000,3927,364,3,18,12,2007,31.97337589999999,34.793428
1,5.0,9,217.3,2270000,3929,820,47,03,02,2021,31.9687341,34.8103321
1,5.0,9,217.3,1530000,3929,820,47,03,02,2011,31.9687341,34.8103321
1,5.0,9,217.3,865000,3929,820,47,07,11,1999,31.9687341,34.8103321
1,5.0,4,120.0,2800000,7373,73,15,01,02,2021,31.9827526,34.8038268
1,5.0,4,120.0,1717777,7373,73,15,01,03,2010,31.9827526,34.8038268
1,5.0,1,122.0,2290000,5748,4,1,28,01,2021,31.98203999999999,34.78140399999999
1,5.0,1,122.0,1365000,5748,4,1,24,03,2010,31.98203999999999,34.78140399999999
1,5.0,1,122.0,1845000,5748,4,1,12,10,2009,31.98203999999999,34.78140399999999
2,8.0,1,189.0,3000000,3945,584,3,27,01,2021,31.9681377,34.79877
2,8.0,1,189.0,1480000,3945,584,3,01,12,2013,31.9681377,34.79877
2,8.0,1,189.0,949000,3945,584,3,07,06,1998,31.9681377,34.79877
1,5.0,2,115.45,1870000,3930,360,3,26,01,2021,31.9653238,34.8153273
1,5.0,2,115.45,729000,3930,360,3,21,05,2007,31.9653238,34.8153273
4,5.0,0,133.73,3125000,6286,398,1,25,01,2021,31.969919,34.822978
4,5.0,0,133.73,2250000,6286,398,1,08,12,2016,31.969919,34.822978
4,5.0,0,133.73,1830000,6286,398,1,28,10,2012,31.969919,34.822978
2,5.0,0,126.29,3050000,6288,63,14,24,01,2021,31.9503767,34.8098801
2,5.0,0,126.29,2060000,6288,63,14,30,04,2012,31.9503767,34.8098801
1,5.0,2,118.54,2280000,3926,1172,6,24,01,2021,31.9619626,34.7924715
1,5.0,2,118.54,1650000,3926,1172,6,25,04,2013,31.9619626,34.7924715
1,6.0,5,95.0,3200000,3926,621,19,24,01,2021,31.9595139,34.7963207
1,6.0,5,95.0,1450000,3926,621,19,23,12,2014,31.9595139,34.7963207
1,6.0,5,95.0,1400000,3926,621,19,01,12,2014,31.9595139,34.7963207
1,6.0,5,95.0,2370000,3926,621,19,18,11,2014,31.9595139,34.7963207
1,6.0,5,95.0,1480000,3926,621,19,21,08,2014,31.9595139,34.7963207
1,6.0,5,95.0,1480000,3926,621,19,20,08,2014,31.9595139,34.7963207
1,6.0,5,95.0,2275000,3926,621,19,15,07,2014,31.9595139,34.7963207
1,5.0,3,118.15,2180000,3932,168,6,17,01,2021,31.9667386,34.8082943
1,5.0,3,118.15,1205000,3932,168,6,18,02,2009,31.9667386,34.8082943
1,5.0,5,142.2,2935000,3946,410,18,15,01,2021,31.9688226,34.7812103
1,5.0,5,142.2,1911000,3946,410,18,24,05,2012,31.9688226,34.7812103
1,5.0,8,117.0,2840000,7375,28,34,14,01,2021,31.9824513,34.8067275
1,5.0,8,117.0,1795000,7375,28,34,30,09,2013,31.9824513,34.8067275
1,5.0,12,111.0,3000000,5096,7,48,13,01,2021,31.9694856,34.767574
1,5.0,12,111.0,2250000,5096,7,48,03,09,2012,31.9694856,34.767574
1,5.0,12,111.0,1245000,5096,7,48,15,05,2002,31.9694856,34.767574
1,5.0,1,141.3,2690000,5039,49,52,12,01,2021,31.97157,34.7793892
1,5.0,1,141.3,1840000,5039,49,52,10,03,2010,31.97157,34.7793892
1,5.0,7,132.4,3550000,5116,86,26,10,01,2021,31.972618,34.7736614
